<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<CLAVRG>,,,,,,,
MTSS,D,20120824,0,235,237.89,231,237.83,972330,0.917621248,,,,,,,
MTSS,D,20120827,0,237.7,238.88,235.1,237,643950,0.914418853,,,,,,,
MTSS,D,20120828,0,236.01,244.8,235.27,244.75,1291140,0.944320735,,,,,,,
MTSS,D,20120829,0,244.45,244.93,240,241.1,1565450,0.930237913,,,,,,,
MTSS,D,20120830,0,240.89,243.6,238.59,240.4,420960,0.927537098,,,,,,,
MTSS,D,20120831,0,240.4,243.39,239.04,241.16,548960,0.930469411,,,,,,,
MTSS,D,20120903,0,241.6,248.96,240.3,248.91,1338150,0.960371294,,,,,,,
MTSS,D,20120904,0,248,249.31,245.21,246,1030560,0.949143619,,,,,,,
MTSS,D,20120905,0,246.14,247.92,245,246.39,668410,0.950648359,,,,,,,
MTSS,D,20120906,0,246.69,254.75,246.51,254.7,1120080,0.982710893,,,,,,,
MTSS,D,20120907,0,255.38,255.9,251.56,252.31,1609950,0.973489539,,,,,,,
MTSS,D,20120910,0,252.29,254.68,249.21,252.49,1275130,0.974184034,,,,,,,
MTSS,D,20120911,0,251.91,252,249,249.5,977920,0.962647695,,,,,,,
MTSS,D,20120912,0,250.99,254,245.5,245.93,1162930,0.948873538,,,,,,,
MTSS,D,20120913,0,245.93,247.99,241.4,242.26,1557210,0.934713549,,,,,,,
MTSS,D,20120914,0,250,251.89,242,242.03,4079110,0.933826139,,,,,,,
MTSS,D,20120917,0,242.98,243.9,236.2,236.66,2938040,0.913107028,,,,,,,
MTSS,D,20120918,0,236.77,239.8,235.08,236.03,1076260,0.910676294,,,,,,,
MTSS,D,20120919,0,236.96,238.5,235.2,235.5,931400,0.908631391,,,,,,,
MTSS,D,20120920,0,235.51,237.9,230.7,231.96,1668240,0.894972983,,,,,,,
MTSS,D,20120921,0,233.33,233.93,230.3,232,1128630,0.895127316,,,,,,,
MTSS,D,20120924,0,232,232.97,226.1,232.37,1308610,0.896554889,,,,,,,
MTSS,D,20120925,0,233.33,235.48,230.3,230.6,2778420,0.889725685,,,,,,,
MTSS,D,20120926,0,229.5,230.96,225.22,225.8,1060760,0.87120581,,,,,,,
MTSS,D,20120927,0,227,229.08,226.45,227,1378040,0.875835779,,,,,,,
MTSS,D,20120928,0,228,229.9,227,229.89,1212170,0.886986287,,,,,,,
MTSS,D,20121001,0,228.41,232.49,228.08,231.4,1216690,0.892812331,,,,,,,
MTSS,D,20121002,0,230.05,233.27,228.31,229.97,1173070,0.887294952,,,,,,,
MTSS,D,20121003,0,228.88,229.72,225.52,227.19,1245290,0.876568857,,,,,,,
MTSS,D,20121004,0,227.95,230.16,225,228.93,1517690,0.883282312,,,,,,,
MTSS,D,20121005,0,229.25,231.93,225,225.51,2772070,0.870086901,,,,,,,
MTSS,D,20121008,0,224.7,226.58,222.82,223.45,2398260,0.862138787,,,,,,,
MTSS,D,20121009,0,224,226.19,222.78,225.68,2931280,0.870742813,,,,,,,
MTSS,D,20121010,0,223.69,229.5,223.34,229.5,1918580,0.885481547,,,,,,,
MTSS,D,20121011,0,228.88,231,228,229.36,1334380,0.884941384,,,,,,,
MTSS,D,20121012,0,229.01,229.36,227.01,229.36,723220,0.884941384,,,,,,,
MTSS,D,20121015,0,229,231.7,228.88,230.8,1858950,0.890497347,,,,,,,
MTSS,D,20121016,0,231.5,234.12,230.8,233.15,1692550,0.899564369,,,,,,,
MTSS,D,20121017,0,233.5,237,233.15,236,1610430,0.910560545,,,,,,,
MTSS,D,20121018,0,236.07,237.99,232,232.4,1493140,0.896670639,,,,,,,
MTSS,D,20121019,0,232.5,234.9,231.42,232.37,881100,0.896554889,,,,,,,
MTSS,D,20121022,0,231.31,236.2,231.31,236,1321980,0.910560545,,,,,,,
MTSS,D,20121023,0,236,237.39,234.85,236.56,1204890,0.912721197,,,,,,,
MTSS,D,20121024,0,237.1,237.99,231.7,236.68,1186940,0.913184194,,,,,,,
MTSS,D,20121025,0,236.85,236.85,231.8,232,1121720,0.895127316,,,,,,,
MTSS,D,20121026,0,231.87,232.5,227.11,227.66,932140,0.878382261,,,,,,,
MTSS,D,20121029,0,227.77,230,227.03,230,207710,0.887410701,,,,,,,
MTSS,D,20121030,0,229.29,231.69,228.29,229.11,458890,0.883976807,,,,,,,
MTSS,D,20121031,0,229.29,231.5,228.5,230.7,752460,0.890111516,,,,,,,
MTSS,D,20121101,0,231.31,231.61,229.3,230.37,640950,0.888838275,,,,,,,
MTSS,D,20121102,0,230.5,234.75,230.05,232.25,850390,0.896091892,,,,,,,
MTSS,D,20121106,0,232,238.44,232,233.38,994590,0.90045178,,,,,,,
MTSS,D,20121107,0,233.38,235.4,229.65,230.7,632530,0.890111516,,,,,,,
MTSS,D,20121108,0,229,235.2,228.38,234.98,1425710,0.906625072,,,,,,,
MTSS,D,20121109,0,234.5,234.5,229.27,229.8,597720,0.886639039,,,,,,,
MTSS,D,20121112,0,230.2,231.71,223.5,229.27,959010,0.884594136,,,,,,,
MTSS,D,20121113,0,228,233.7,225.7,226,1604290,0.871977471,,,,,,,
MTSS,D,20121114,0,228.67,231.1,226,230,2158950,0.887410701,,,,,,,
MTSS,D,20121115,0,229,233.92,227.1,232.66,1441990,0.897673798,,,,,,,
MTSS,D,20121116,0,231,234.34,230.55,234.34,1537930,0.904155755,,,,,,,
MTSS,D,20121119,0,235.2,237.09,234.6,235,1230880,0.906702238,,,,,,,
MTSS,D,20121120,0,236,236.5,233,233.69,897060,0.901647855,,,,,,,
MTSS,D,20121121,0,232.95,236,231.01,235.16,861920,0.907319567,,,,,,,
MTSS,D,20121122,0,235.05,235.35,233,234.25,255270,0.903808507,,,,,,,
MTSS,D,20121123,0,235.14,237.69,234.25,237.67,923870,0.917003919,,,,,,,
MTSS,D,20121126,0,237.74,238,233.1,235,668540,0.906702238,,,,,,,
MTSS,D,20121127,0,235.02,235.81,231.52,232.4,1444370,0.896670639,,,,,,,
MTSS,D,20121128,0,231.8,235,227.9,227.9,1233240,0.879308255,,,,,,,
MTSS,D,20121129,0,229.98,232.6,228.5,230,815950,0.887410701,,,,,,,
MTSS,D,20121130,0,231,233.2,230.68,231.73,1515510,0.894085573,,,,,,,
MTSS,D,20121203,0,232,236.5,230.57,235.8,799760,0.909788884,,,,,,,
MTSS,D,20121204,0,235.35,238,233.33,237.81,1072750,0.917544082,,,,,,,
MTSS,D,20121205,0,237.77,240.6,237.51,240,1163710,0.925993775,,,,,,,
MTSS,D,20121206,0,239.53,240.59,237.6,239.4,514940,0.92367879,,,,,,,
MTSS,D,20121207,0,239,239.96,236.26,237.6,823550,0.916733837,,,,,,,
MTSS,D,20121210,0,237.6,238.7,235.56,236.35,608480,0.911910953,,,,,,,
MTSS,D,20121211,0,237.37,238.99,236.12,237.13,1899640,0.914920433,,,,,,,
MTSS,D,20121212,0,237.77,239.39,236.8,239,1021780,0.922135467,,,,,,,
MTSS,D,20121213,0,238.67,240.97,238.01,239.15,662530,0.922714213,,,,,,,
MTSS,D,20121214,0,240.29,244.88,239.15,241.77,639410,0.932822979,,,,,,,
MTSS,D,20121217,0,241.23,242.95,237.1,241,1242510,0.929852082,,,,,,,
MTSS,D,20121218,0,241.41,244.49,240.01,242.22,1570060,0.934559217,,,,,,,
MTSS,D,20121219,0,242.8,243.75,239.77,243.72,852420,0.940346678,,,,,,,
MTSS,D,20121220,0,242.87,244.57,242.13,242.63,449700,0.936141123,,,,,,,
MTSS,D,20121221,0,241.63,244.3,240.05,243.18,826930,0.938263192,,,,,,,
MTSS,D,20121224,0,242.05,246.63,242.01,244.8,547590,0.94451365,,,,,,,
MTSS,D,20121225,0,244.55,246,243.55,245.07,234260,0.945555393,,,,,,,
MTSS,D,20121226,0,245.07,246.49,244.25,246.49,3580420,0.95103419,,,,,,,
MTSS,D,20121227,0,245.81,246.97,242.71,243.38,1030540,0.939034854,,,,,,,
MTSS,D,20121228,0,243.38,246.27,243.38,246,1272030,0.949143619,,,,,,,
MTSS,D,20130108,0,246.88,252.75,246.03,252.5,457250,0.974222617,,,,,,,
MTSS,D,20130109,0,252.42,252.43,246.02,251,976570,0.968435156,,,,,,,
MTSS,D,20130110,0,250.38,251.73,247.15,247.7,684240,0.955702742,,,,,,,
MTSS,D,20130111,0,248.88,249.04,244.5,246.7,760960,0.951844434,,,,,,,
MTSS,D,20130114,0,247.37,248.5,245.59,248.3,1421110,0.958017726,,,,,,,
MTSS,D,20130115,0,248.89,248.98,245,246.71,1373370,0.951883017,,,,,,,
MTSS,D,20130116,0,246.51,247.95,245,247.89,428470,0.95643582,,,,,,,
MTSS,D,20130117,0,247.51,252.38,247.07,250.55,4767290,0.966698918,,,,,,,
MTSS,D,20130118,0,251.05,251.94,249.73,250.69,1540550,0.967239081,,,,,,,
MTSS,D,20130121,0,250.03,250.6,249.4,250.25,936560,0.965541426,,,,,,,
MTSS,D,20130122,0,250.25,250.34,248.46,249.99,1241580,0.964538266,,,,,,,
MTSS,D,20130123,0,250.15,251.5,247.61,251.15,1759370,0.969013902,,,,,,,
MTSS,D,20130124,0,250.75,252.75,248.51,250.47,2945790,0.966390253,,,,,,,
MTSS,D,20130125,0,250.5,252.42,249.78,252.27,3562390,0.973335206,,,,,,,
MTSS,D,20130128,0,251.45,257.8,250.5,256.3,2962250,0.988884185,,,,,,,
MTSS,D,20130129,0,256,256.82,254.25,254.89,761540,0.983443972,,,,,,,
MTSS,D,20130130,0,255.8,256.49,253.02,255.48,887350,0.985720373,,,,,,,
MTSS,D,20130131,0,255.22,257,251.69,255.12,2633280,0.984331383,,,,,,,
MTSS,D,20130201,0,255.73,257.39,253.4,253.49,2588910,0.978042342,,,,,,,
MTSS,D,20130204,0,254.15,259.1,253.63,257,3121650,0.991585,,,,,,,
MTSS,D,20130205,0,256.08,260,256.03,259.3,2761820,1.000459107,,,,,,,
MTSS,D,20130206,0,259.3,261.58,256.2,258.98,3396400,0.999224449,,,,,,,
MTSS,D,20130207,0,257.77,258.85,256.36,258,1189110,0.995443308,,,,,,,
MTSS,D,20130208,0,258,260,256.4,258.38,3068990,0.996909465,,,,,,,
MTSS,D,20130211,0,258.86,263.98,257.04,263.98,4091940,1.018515986,,,,,,,
MTSS,D,20130212,0,263.22,266.42,260.02,264.01,4075320,1.018631735,,,,,,,
MTSS,D,20130213,0,264.73,266.42,261.62,266.11,2113080,1.026734181,,,,,,,
MTSS,D,20130214,0,265.5,266.15,260.71,263.47,2177510,1.016548249,,,,,,,
MTSS,D,20130215,0,263.51,265.3,260.16,264.92,798180,1.022142795,,,,,,,
MTSS,D,20130218,0,264.4,264.92,262.94,264.51,246260,1.020560889,,,,,,,
MTSS,D,20130219,0,264.31,264.46,260.55,264,1959080,1.018593152,,,,,,,
MTSS,D,20130220,0,263.55,263.67,261.2,263.25,1391930,1.015699422,,,,,,,
MTSS,D,20130221,0,261,261,257.21,259.01,1111460,0.999340198,,,,,,,
MTSS,D,20130222,0,259.72,263.34,259.16,262.5,1070200,1.012805691,,,,,,,
MTSS,D,20130225,0,262.55,265.8,262.52,264.35,893820,1.01994356,,,,,,,
MTSS,D,20130226,0,262,262.4,259.15,262,1276540,1.010876537,,,,,,,
MTSS,D,20130227,0,261.61,262.21,258.49,261.4,823080,1.008561553,,,,,,,
MTSS,D,20130228,0,262.35,268.75,262.35,267.73,1955590,1.032984639,,,,,,,
MTSS,D,20130301,0,267.13,273.48,266.22,270.9,2059550,1.045215473,,,,,,,
MTSS,D,20130304,0,270.89,270.89,267.61,270.4,1240620,1.04328632,,,,,,,
MTSS,D,20130305,0,270.89,273.5,270.35,273.25,472640,1.054282496,,,,,,,
MTSS,D,20130306,0,273.45,279.88,273.02,277.5,922530,1.070680302,,,,,,,
MTSS,D,20130307,0,277.49,282,277,281.45,1005320,1.085920616,,,,,,,
MTSS,D,20130311,0,283,289.8,281.2,283.7,2568470,1.094601808,,,,,,,
MTSS,D,20130312,0,283.28,283.75,278.55,282.1,949140,1.088428516,,,,,,,
MTSS,D,20130313,0,281.39,281.98,277.28,281,1320920,1.084184378,,,,,,,
MTSS,D,20130314,0,281,286.98,278.7,282.29,781060,1.089161594,,,,,,,
MTSS,D,20130315,0,283.97,286,277.77,280.58,1543710,1.082563889,,,,,,,
MTSS,D,20130318,0,278.11,278.9,272.25,273.57,1417800,1.055517154,,,,,,,
MTSS,D,20130319,0,274.49,277.77,268.21,271.5,1453300,1.047530458,,,,,,,
MTSS,D,20130320,0,268,274.3,267.01,273,1829550,1.053317919,,,,,,,
MTSS,D,20130321,0,273,273.98,269.18,270.5,614340,1.04367215,,,,,,,
MTSS,D,20130322,0,270.26,271.89,268.72,271,1193620,1.045601304,,,,,,,
MTSS,D,20130325,0,272.2,277.77,271,276.79,1564090,1.067940904,,,,,,,
MTSS,D,20130326,0,276.79,277.2,273.28,273.99,1036840,1.057137643,,,,,,,
MTSS,D,20130327,0,274.44,275.55,269.6,275,1005160,1.061034534,,,,,,,
MTSS,D,20130328,0,274.11,277.5,270.79,277.02,1070440,1.068828314,,,,,,,
MTSS,D,20130329,0,276,277.99,274.15,276.43,249460,1.066551913,,,,,,,
MTSS,D,20130401,0,276,279.9,275.37,278.35,496830,1.073959863,,,,,,,
MTSS,D,20130402,0,278.38,280.46,278.08,279.87,345370,1.079824491,,,,,,,
MTSS,D,20130403,0,280,284.98,275.53,275.59,704290,1.063310935,,,,,,,
MTSS,D,20130404,0,273.37,275.79,270.01,270.19,936490,1.042476075,,,,,,,
MTSS,D,20130405,0,270.11,270.12,257.76,261.2,4178520,1.007789892,,,,,,,
MTSS,D,20130408,0,262.39,265.75,261.08,264.14,980770,1.019133315,,,,,,,
MTSS,D,20130409,0,264.5,267.7,262,264.5,1241030,1.020522306,,,,,,,
MTSS,D,20130410,0,265,266.35,264.01,266.3,752230,1.027467259,,,,,,,
MTSS,D,20130411,0,267.2,270.18,266.11,268.25,1149030,1.034990959,,,,,,,
MTSS,D,20130412,0,267.2,269.4,265.15,269.26,1024340,1.038887849,,,,,,,
MTSS,D,20130415,0,266.55,268.98,261.52,261.85,1360070,1.010297791,,,,,,,
MTSS,D,20130416,0,260.8,264.75,260.15,264.72,447340,1.021371134,,,,,,,
MTSS,D,20130417,0,264.24,267.88,261.74,263.3,480550,1.015892337,,,,,,,
MTSS,D,20130418,0,263.99,265.88,258.55,258.8,652370,0.998529954,,,,,,,
MTSS,D,20130419,0,260.99,263.54,260,263,486110,1.014734845,,,,,,,
MTSS,D,20130422,0,263,265.53,257.12,257.82,885740,0.994748813,,,,,,,
MTSS,D,20130423,0,258.31,259.55,255.12,259.48,303110,1.001153603,,,,,,,
MTSS,D,20130424,0,261,264.04,261,263.86,413940,1.018052989,,,,,,,
MTSS,D,20130425,0,264.25,271.98,263.3,271,836700,1.045601304,,,,,,,
MTSS,D,20130426,0,270.36,274.88,267.5,274.88,593410,1.060571537,,,,,,,
MTSS,D,20130429,0,274.72,276.98,272.55,273.54,659860,1.055401405,,,,,,,
MTSS,D,20130430,0,274,274.96,268.76,274,947000,1.057176226,,,,,,,
MTSS,D,20130502,0,274,276.26,270.72,271.11,262700,1.046025718,,,,,,,
MTSS,D,20130503,0,272.26,274.84,270.55,274.5,271840,1.05910538,,,,,,,
MTSS,D,20130506,0,274.5,279.43,274.33,277.6,448570,1.071066133,,,,,,,
MTSS,D,20130507,0,277.77,281.05,269,273.45,1835210,1.055054157,,,,,,,
MTSS,D,20130508,0,273.5,276.37,270.2,273.2,1655060,1.05408958,,,,,,,
MTSS,D,20130510,0,261.25,265,259.37,262.48,1238810,1.012728525,,,,,,,
MTSS,D,20130513,0,259.86,260.99,255.67,259.85,1699820,1.002581177,,,,,,,
MTSS,D,20130514,0,259.86,260.5,254.6,257.7,2694710,0.994285816,,,,,,,
MTSS,D,20130515,0,257.7,260.75,257.02,259.55,2469460,1.001423684,,,,,,,
MTSS,D,20130516,0,260.45,263.67,259,259.16,971410,0.999918944,,,,,,,
MTSS,D,20130517,0,259.2,264.34,257.15,263.92,519210,1.018284488,,,,,,,
MTSS,D,20130520,0,263.63,263.63,260.35,261.94,390700,1.010645039,,,,,,,
MTSS,D,20130521,0,261.61,268.7,260.11,268.28,1052970,1.035106708,,,,,,,
MTSS,D,20130522,0,268.3,274.2,267.9,272.96,995610,1.053163586,,,,,,,
MTSS,D,20130523,0,271.99,272.1,262.5,265.4,1650470,1.023994783,,,,,,,
MTSS,D,20130524,0,265.74,267.09,264.14,265.12,1475950,1.022914457,,,,,,,
MTSS,D,20130527,0,265.51,267.21,260.34,261.48,567230,1.008870218,,,,,,,
MTSS,D,20130528,0,262.02,263.99,260.74,263.99,1774530,1.018554569,,,,,,,
MTSS,D,20130529,0,263,263,258.65,260.5,456880,1.005089076,,,,,,,
MTSS,D,20130530,0,259,260.67,252.44,253.18,950980,0.976846266,,,,,,,
MTSS,D,20130531,0,255.17,256.3,252,255.34,1205230,0.98518021,,,,,,,
MTSS,D,20130603,0,253.1,255.6,250.11,253.83,1385200,0.979354166,,,,,,,
MTSS,D,20130604,0,253.83,258.5,252.54,257.32,1073010,0.992819659,,,,,,,
MTSS,D,20130605,0,257.33,257.33,250,250.2,732050,0.96534851,,,,,,,
MTSS,D,20130606,0,250,256.38,248.01,254.58,1624500,0.982247897,,,,,,,
MTSS,D,20130607,0,254.58,257.8,252.57,254,1522770,0.980010078,,,,,,,
MTSS,D,20130610,0,254.21,256.75,251.64,255.5,1104810,0.985797539,,,,,,,
MTSS,D,20130611,0,254.94,254.94,245.53,248.56,1129360,0.959020886,,,,,,,
MTSS,D,20130613,0,251.06,251.06,245.12,248.19,1230110,0.957593312,,,,,,,
MTSS,D,20130614,0,250.5,252,248.1,251.9,866150,0.971907633,,,,,,,
MTSS,D,20130617,0,251.51,257.25,250.27,253.23,2030330,0.977039182,,,,,,,
MTSS,D,20130618,0,252.5,262.2,246.01,257.5,2409260,0.993514154,,,,,,,
MTSS,D,20130619,0,259.74,260.89,256.2,258.44,795160,0.997140963,,,,,,,
MTSS,D,20130620,0,256.4,258.99,251,251,993850,0.968435156,,,,,,,
MTSS,D,20130621,0,249.9,253.94,248.55,249.52,939530,0.962724861,,,,,,,
MTSS,D,20130624,0,249.52,254.85,247.51,248.77,1564020,0.959831131,,,,,,,
MTSS,D,20130625,0,249,252.99,249,250.4,1048530,0.966120172,,,,,,,
MTSS,D,20130626,0,250.38,261,250.38,259.42,2254800,1.000922104,,,,,,,
MTSS,D,20130627,0,259.8,263.58,257.33,259.41,1116210,1.000883521,,,,,,,
MTSS,D,20130628,0,260.5,263.5,255,261.45,1752560,1.008754468,,,,,,,
MTSS,D,20130701,0,259.1,261.44,257.11,259.5,667370,1.001230769,,,,,,,
MTSS,D,20130702,0,258.29,259.9,256.01,258,671250,0.995443308,,,,,,,
MTSS,D,20130703,0,257.1,259.39,255.01,258.47,685910,0.997256712,,,,,,,
MTSS,D,20130704,0,258.68,261.15,256.1,257.95,1245220,0.995250392,,,,,,,
MTSS,D,20130705,0,258,262.56,257.6,261.02,801630,1.007095396,,,,,,,
MTSS,D,20130708,0,260.1,267,260.1,266.11,783090,1.026734181,,,,,,,
MTSS,D,20130709,0,266.11,268.75,262.41,263.26,828140,1.015738005,,,,,,,
MTSS,D,20130710,0,262.52,264.53,260.1,261.87,613680,1.010374957,,,,,,,
MTSS,D,20130711,0,262.66,267,261.16,267,1681390,1.030168074,,,,,,,
MTSS,D,20130712,0,267.1,272.5,267.1,272.3,1937230,1.050617104,,,,,,,
MTSS,D,20130715,0,272.75,273.9,268.57,268.57,1028230,1.036225617,,,,,,,
MTSS,D,20130716,0,270.98,275.64,269.04,272.5,1531500,1.051388765,,,,,,,
MTSS,D,20130717,0,271.56,274.76,269.05,274,1568870,1.057176226,,,,,,,
MTSS,D,20130718,0,273.98,276.5,269.42,269.71,982080,1.040624087,,,,,,,
MTSS,D,20130719,0,269.9,274.97,267,269.22,1023690,1.038733517,,,,,,,
MTSS,D,20130722,0,270.75,275.3,266.01,274,1184540,1.057176226,,,,,,,
MTSS,D,20130723,0,274.85,277.75,273.33,276.7,925160,1.067593656,,,,,,,
MTSS,D,20130724,0,276.7,279,273.5,278.95,990380,1.076274848,,,,,,,
MTSS,D,20130725,0,277.75,283.99,275.5,280.57,1567590,1.082525306,,,,,,,
MTSS,D,20130726,0,281,283.7,280.66,282.45,1150210,1.089778924,,,,,,,
MTSS,D,20130729,0,281.81,284.75,275.73,276.3,1736500,1.066050333,,,,,,,
MTSS,D,20130730,0,276.98,283.29,276.89,278.51,1378480,1.074577193,,,,,,,
MTSS,D,20130731,0,278.8,280.31,273.11,273.54,2277970,1.055401405,,,,,,,
MTSS,D,20130801,0,274.34,283,274.13,282.63,1601920,1.090473419,,,,,,,
MTSS,D,20130802,0,282.63,284.75,280.61,283.7,983890,1.094601808,,,,,,,
MTSS,D,20130805,0,283.85,287.5,281.9,287.38,1051780,1.108800379,,,,,,,
MTSS,D,20130806,0,287.1,291,281.7,282.01,1178210,1.088081268,,,,,,,
MTSS,D,20130807,0,282.22,287.97,280,285.17,1036200,1.10027352,,,,,,,
MTSS,D,20130808,0,286.49,289.1,283.43,285.89,894210,1.103051501,,,,,,,
MTSS,D,20130809,0,285.89,289.49,285.02,289.49,649290,1.116941408,,,,,,,
MTSS,D,20130812,0,289.49,292.89,288.16,292.2,460510,1.127397421,,,,,,,
MTSS,D,20130813,0,292.3,296.92,292,294.4,641940,1.135885697,,,,,,,
MTSS,D,20130814,0,294.4,300.38,294.4,299.98,1074520,1.157415052,,,,,,,
MTSS,D,20130815,0,295.88,295.88,289.47,289.9,1076670,1.118523314,,,,,,,
MTSS,D,20130816,0,290.01,291.98,283.24,286,1323580,1.103475915,,,,,,,
MTSS,D,20130819,0,286.83,292.79,282.13,287.9,1029960,1.110806699,,,,,,,
MTSS,D,20130820,0,286.66,296.75,284.88,294.85,1856450,1.137621935,,,,,,,
MTSS,D,20130821,0,295.8,300.99,295.45,300.8,2006220,1.160578864,,,,,,,
MTSS,D,20130822,0,299.96,301.4,296.6,298.7,1360330,1.152476419,,,,,,,
MTSS,D,20130823,0,298.3,299.32,296.25,296.77,1071860,1.145029886,,,,,,,
MTSS,D,20130826,0,297.47,302.69,297.11,299.99,776410,1.157453635,,,,,,,
MTSS,D,20130827,0,298.48,299.91,292.06,292.46,1551520,1.128400581,,,,,,,
MTSS,D,20130828,0,293.1,294.68,285.05,289.79,1929300,1.1180989,,,,,,,
MTSS,D,20130829,0,290.34,290.34,285.45,287.99,718130,1.111153947,,,,,,,
MTSS,D,20130830,0,288.25,291,285.51,287.98,722260,1.111115364,,,,,,,
MTSS,D,20130902,0,290.89,293.89,282.7,283.01,857210,1.091939576,,,,,,,
MTSS,D,20130903,0,283.53,288.35,283.2,286,1261020,1.103475915,,,,,,,
MTSS,D,20130904,0,285,289,282.81,282.96,1139830,1.09174666,,,,,,,
MTSS,D,20130905,0,283.53,296.51,282.61,295,2604250,1.138200681,,,,,,,
MTSS,D,20130906,0,294.84,300.89,293.97,297.1,1953690,1.146303127,,,,,,,
MTSS,D,20130909,0,298.08,300.78,297.01,300.55,1209940,1.159614287,,,,,,,
MTSS,D,20130910,0,301,301.39,297.77,299.04,2207330,1.153788243,,,,,,,
MTSS,D,20130911,0,298.53,301,296.31,298.53,1031970,1.151820507,,,,,,,
MTSS,D,20130912,0,298.15,300.31,295,298.4,1149850,1.151318927,,,,,,,
MTSS,D,20130913,0,298.06,303.35,295.11,299.98,1210110,1.157415052,,,,,,,
MTSS,D,20130916,0,299.98,311.81,299.93,308.2,3522840,1.189130339,,,,,,,
MTSS,D,20130917,0,307.6,308.44,305.55,307.95,1026800,1.188165762,,,,,,,
MTSS,D,20130918,0,307.02,309.77,305.71,308.36,1688290,1.189747668,,,,,,,
MTSS,D,20130919,0,310.85,314.88,310.14,313.5,3049460,1.209579368,,,,,,,
MTSS,D,20130920,0,312.02,313.32,310.1,311.8,1408640,1.203020246,,,,,,,
MTSS,D,20130923,0,310.8,311.55,306,307.13,1645730,1.18500195,,,,,,,
MTSS,D,20130924,0,305.69,311,305.14,311,1451470,1.1999336,,,,,,,
MTSS,D,20130925,0,310.5,316.46,308.9,316.32,1972050,1.220459795,,,,,,,
MTSS,D,20130926,0,316.32,321.3,314.62,319.5,2050710,1.232729213,,,,,,,
MTSS,D,20130927,0,319.88,321.99,317.01,321.05,1414090,1.238709589,,,,,,,
MTSS,D,20130930,0,319.7,323.49,319,323,1147740,1.246233289,,,,,,,
MTSS,D,20131001,0,323,328.48,322,327.96,1625730,1.265370493,,,,,,,
MTSS,D,20131002,0,328,329.21,323.51,324,2069940,1.250091596,,,,,,,
MTSS,D,20131003,0,325,325.69,321.01,324.24,1242090,1.25101759,,,,,,,
MTSS,D,20131004,0,324,328.75,323.34,327.92,1020460,1.265216161,,,,,,,
MTSS,D,20131007,0,327.5,330.91,326.6,330.06,1283100,1.273472939,,,,,,,
MTSS,D,20131008,0,329.88,332.5,328,329.97,1568230,1.273125691,,,,,,,
MTSS,D,20131009,0,328.61,330.5,327.5,328.9,1715050,1.268997302,,,,,,,
MTSS,D,20131010,0,328.95,334.44,328.9,333.73,1146740,1.287632927,,,,,,,
MTSS,D,20131011,0,334.33,336.51,331,336.21,918900,1.297201529,,,,,,,
MTSS,D,20131014,0,335.11,338,334.06,336.8,1396470,1.299477931,,,,,,,
MTSS,D,20131015,0,337.65,346,337.55,344.8,2091150,1.33034439,,,,,,,
MTSS,D,20131016,0,344.5,353.77,341.51,351.5,1603820,1.356195049,,,,,,,
MTSS,D,20131017,0,353.5,353.5,339,343,1636730,1.323399436,,,,,,,
MTSS,D,20131018,0,344.49,349.51,337.59,348.5,1746040,1.344620127,,,,,,,
MTSS,D,20131021,0,349.08,349.8,340.35,341,1211340,1.315682822,,,,,,,
MTSS,D,20131022,0,341.5,348.88,338.6,345.39,1436950,1.332620791,,,,,,,
MTSS,D,20131023,0,344.75,344.97,338.1,338.5,1142170,1.306037053,,,,,,,
MTSS,D,20131024,0,338.7,342.88,336,339.21,1710050,1.308776451,,,,,,,
MTSS,D,20131025,0,339.2,340.97,335,336.39,1195990,1.297896025,,,,,,,
MTSS,D,20131028,0,336.61,340.58,333.63,337.8,1425340,1.303336238,,,,,,,
MTSS,D,20131029,0,336.98,341.84,335.29,341.54,772940,1.317766308,,,,,,,
MTSS,D,20131030,0,341.04,344.23,337.5,339.97,1718660,1.311708765,,,,,,,
MTSS,D,20131031,0,338.08,340,335.1,340,1786420,1.311824514,,,,,,,
MTSS,D,20131101,0,339.39,339.49,336.67,338.4,1062830,1.305651222,,,,,,,
MTSS,D,20131105,0,338.78,339,334.05,335.27,619050,1.29357472,,,,,,,
MTSS,D,20131106,0,335.75,336.01,328.79,329.53,1807860,1.271428036,,,,,,,
MTSS,D,20131107,0,329,331.99,325.5,330.09,1785150,1.273588688,,,,,,,
MTSS,D,20131108,0,326,329.71,323.8,328.69,1243820,1.268187058,,,,,,,
MTSS,D,20131111,0,329.29,331.38,325.25,326,791520,1.257808211,,,,,,,
MTSS,D,20131112,0,326.01,326.9,321.21,326.09,1542450,1.258155458,,,,,,,
MTSS,D,20131113,0,325,325.25,315.73,318,1569640,1.226941752,,,,,,,
MTSS,D,20131114,0,321.21,325.91,320,320.03,1489400,1.234774116,,,,,,,
MTSS,D,20131115,0,322,329.25,321.56,326.35,1886000,1.259158618,,,,,,,
MTSS,D,20131118,0,327.99,331.46,326.5,329.03,984630,1.269498882,,,,,,,
MTSS,D,20131119,0,329.97,331.27,326.74,329.5,997070,1.271312287,,,,,,,
MTSS,D,20131120,0,328.28,328.44,320.2,321.5,1378550,1.240445827,,,,,,,
