<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<CLAVRG>,,,,,,,
SBERP,D,20190103,0,166.01,168.5,165.37,165.44,3537790,1.50151425,,,,,,,
SBERP,D,20190104,0,166.31,167.28,166.18,167.27,1312260,1.518123118,,,,,,,
SBERP,D,20190108,0,168.79,169.4,166.85,167.01,3473430,1.515763388,,,,,,,
SBERP,D,20190109,0,167.73,170.64,167.13,169.8,7285440,1.541085104,,,,,,,
SBERP,D,20190110,0,169.81,170.2,166.75,169.79,3697780,1.540994345,,,,,,,
SBERP,D,20190111,0,169.93,171.3,169.47,170.05,3416990,1.543354075,,,,,,,
SBERP,D,20190114,0,169.4,170.57,168.67,170,2494440,1.542900281,,,,,,,
SBERP,D,20190115,0,170.97,172.34,170.07,171.8,4288720,1.559236872,,,,,,,
SBERP,D,20190116,0,171.8,173.17,171.38,173.1,3426880,1.571035522,,,,,,,
SBERP,D,20190117,0,173.73,174.83,172.7,174.48,3889050,1.583560241,,,,,,,
SBERP,D,20190118,0,175.5,178.98,175.07,178.7,5648010,1.621860472,,,,,,,
SBERP,D,20190121,0,179,181,178.5,179.01,4480980,1.624673996,,,,,,,
SBERP,D,20190122,0,178.32,179.95,177.38,179.11,3382930,1.625581584,,,,,,,
SBERP,D,20190123,0,179.43,182.85,179.11,182.01,5337210,1.651901648,,,,,,,
SBERP,D,20190124,0,182.01,183.39,180.72,181.93,4709330,1.651175577,,,,,,,
SBERP,D,20190125,0,182.42,183.49,180.89,181.12,4660270,1.643824111,,,,,,,
SBERP,D,20190128,0,181.43,182.57,178.53,179.84,4011130,1.63220698,,,,,,,
SBERP,D,20190129,0,179.9,184.34,177.9,184.2,8008420,1.671777834,,,,,,,
SBERP,D,20190130,0,184.01,185.14,182.66,182.81,5122710,1.659162355,,,,,,,
SBERP,D,20190131,0,184.63,186.45,184.22,186.11,4640390,1.689112772,,,,,,,
SBERP,D,20190201,0,186.2,186.87,184.4,185,3158660,1.679038541,,,,,,,
SBERP,D,20190204,0,185.02,185.71,183.9,184.1,2773850,1.670870246,,,,,,,
SBERP,D,20190205,0,184.27,186.81,183.48,186,4020970,1.688114425,,,,,,,
SBERP,D,20190206,0,186.57,186.57,184.5,185.77,2279910,1.686026972,,,,,,,
SBERP,D,20190207,0,185.79,185.79,181.02,181.6,6772990,1.648180536,,,,,,,
SBERP,D,20190208,0,180.47,182.54,180,181.7,3694760,1.649088124,,,,,,,
SBERP,D,20190211,0,182.4,183.8,181.93,182.55,4091660,1.656802625,,,,,,,
SBERP,D,20190212,0,183.1,187.3,183.05,186.5,5487490,1.692652367,,,,,,,
SBERP,D,20190213,0,186.8,187.92,182.05,182.87,6955020,1.659706908,,,,,,,
SBERP,D,20190214,0,179.7,179.7,174.05,176.7,16040740,1.603708704,,,,,,,
SBERP,D,20190215,0,178.19,179.87,177.83,178.78,7147310,1.622586543,,,,,,,
SBERP,D,20190218,0,179.44,179.95,175.77,177.12,3693930,1.607520575,,,,,,,
SBERP,D,20190219,0,176.74,177.76,175.01,175.16,4735620,1.589731843,,,,,,,
SBERP,D,20190220,0,176.17,178.32,175.85,178,4612040,1.615507353,,,,,,,
SBERP,D,20190221,0,178.04,179.14,175.51,175.7,3422010,1.59463282,,,,,,,
SBERP,D,20190222,0,176.03,177.95,175.61,176.99,2052510,1.60634071,,,,,,,
SBERP,D,20190225,0,177.41,179.39,176.25,177.46,3800100,1.610606376,,,,,,,
SBERP,D,20190226,0,177.06,177.69,176,177.64,2618710,1.612240035,,,,,,,
SBERP,D,20190227,0,178.35,178.8,176.77,177.78,2063960,1.613510659,,,,,,,
SBERP,D,20190228,0,177.82,181,177.3,180.15,4696210,1.635020504,,,,,,,
SBERP,D,20190301,0,180.76,181.63,179.07,179.85,3667560,1.632297739,,,,,,,
SBERP,D,20190304,0,180.18,180.35,178.59,179.1,1984310,1.625490826,,,,,,,
SBERP,D,20190305,0,178.6,178.74,177.1,177.2,2968880,1.608246646,,,,,,,
SBERP,D,20190306,0,177.75,179.44,177.13,178,3176790,1.615507353,,,,,,,
SBERP,D,20190307,0,178.45,178.75,177,177.83,4795630,1.613964453,,,,,,,
SBERP,D,20190311,0,177.59,179.15,176.5,178.99,3230840,1.624492478,,,,,,,
SBERP,D,20190312,0,179.6,179.95,178.47,179.14,2047130,1.625853861,,,,,,,
SBERP,D,20190313,0,178.45,179.95,178.31,179.95,2417920,1.633205327,,,,,,,
SBERP,D,20190314,0,179.99,180.08,178.35,178.56,2856660,1.620589848,,,,,,,
SBERP,D,20190315,0,178.97,179.38,178.75,179.05,2473400,1.625037031,,,,,,,
SBERP,D,20190318,0,179.4,181,179.18,180.9,3846630,1.641827417,,,,,,,
SBERP,D,20190319,0,181,183.32,180.98,182.15,4850910,1.653172272,,,,,,,
SBERP,D,20190320,0,182.5,184.89,181.58,184.83,4631010,1.677495641,,,,,,,
SBERP,D,20190321,0,185.02,186.4,183.67,184.01,5617740,1.670053416,,,,,,,
SBERP,D,20190322,0,184.73,185.17,182.69,183.5,5376490,1.665424715,,,,,,,
SBERP,D,20190325,0,182.6,187.49,182.16,187,6705180,1.697190309,,,,,,,
SBERP,D,20190326,0,187.17,191.19,186.61,190.9,10316210,1.732586257,,,,,,,
SBERP,D,20190327,0,191.68,191.68,189,189,6754350,1.715342077,,,,,,,
SBERP,D,20190328,0,188.5,190.28,187.54,189.43,3798100,1.719244707,,,,,,,
SBERP,D,20190329,0,189.89,191.5,188.05,188.2,7280630,1.70808137,,,,,,,
SBERP,D,20190401,0,188.98,190.87,188.53,190.22,3545570,1.726414656,,,,,,,
SBERP,D,20190402,0,190.6,191.98,190,191.64,4349870,1.739302411,,,,,,,
SBERP,D,20190403,0,192.55,196.15,192.2,193.5,9279490,1.756183555,,,,,,,
SBERP,D,20190404,0,193.48,195,191.6,194.9,4413340,1.768889793,,,,,,,
SBERP,D,20190405,0,195.2,198.69,195.04,198.59,5369240,1.802379805,,,,,,,
SBERP,D,20190408,0,199.05,201.79,198.95,201.61,6170940,1.829788975,,,,,,,
SBERP,D,20190409,0,202.13,206.41,202.12,205.7,9340770,1.86690934,,,,,,,
SBERP,D,20190410,0,205.7,209.7,205.3,206.4,13022550,1.873262459,,,,,,,
SBERP,D,20190411,0,206.9,208.95,202.71,203,11054520,1.842404453,,,,,,,
SBERP,D,20190412,0,203.52,207.21,202,204.81,6530700,1.858831803,,,,,,,
SBERP,D,20190415,0,205.97,207.82,203.88,204.95,7153010,1.860102427,,,,,,,
SBERP,D,20190416,0,206.53,206.81,201.55,202.7,7059040,1.839681688,,,,,,,
SBERP,D,20190417,0,203.3,204.6,201.82,203.1,4858590,1.843312042,,,,,,,
SBERP,D,20190418,0,202.8,202.8,200.1,200.6,3868360,1.820622332,,,,,,,
SBERP,D,20190419,0,201,202.88,200.93,202.15,2205620,1.834689952,,,,,,,
SBERP,D,20190422,0,203.1,204.8,202.83,204.75,3325010,1.85828725,,,,,,,
SBERP,D,20190423,0,204.97,206.99,204.54,205.88,6004310,1.868542999,,,,,,,
SBERP,D,20190424,0,205.55,206.29,204.77,205.49,3436550,1.865003405,,,,,,,
SBERP,D,20190425,0,205.4,205.97,200.15,200.47,5407850,1.819442467,,,,,,,
SBERP,D,20190426,0,200.3,200.5,196.18,197.22,7406680,1.789945844,,,,,,,
SBERP,D,20190429,0,197.9,201.71,197.6,201.29,3809340,1.826884692,,,,,,,
SBERP,D,20190430,0,201.58,201.6,198.39,198.39,4147030,1.800564628,,,,,,,
SBERP,D,20190502,0,199.24,201.37,198.45,200.15,3518590,1.816538184,,,,,,,
SBERP,D,20190503,0,200.6,203.19,200.11,203.07,3918480,1.843039765,,,,,,,
SBERP,D,20190506,0,200,203,198.66,203,4078040,1.842404453,,,,,,,
SBERP,D,20190507,0,202.72,204.65,202.16,202.97,4411720,1.842132177,,,,,,,
SBERP,D,20190508,0,202.85,204.28,201.3,202.9,2692340,1.841496865,,,,,,,
SBERP,D,20190510,0,199.88,201.66,198.8,199.01,3268920,1.806191676,,,,,,,
SBERP,D,20190513,0,199.3,200.64,197.51,198.89,3969860,1.80510257,,,,,,,
SBERP,D,20190514,0,198.6,202.15,198.5,201,6084800,1.824252685,,,,,,,
SBERP,D,20190515,0,201.44,202.2,198.38,201.3,5773050,1.826975451,,,,,,,
SBERP,D,20190516,0,201.3,202.66,200.5,200.52,5092330,1.819896261,,,,,,,
SBERP,D,20190517,0,200.26,202,197.58,199.23,6308620,1.808188371,,,,,,,
SBERP,D,20190520,0,199.33,200.3,198,199,3392640,1.806100917,,,,,,,
SBERP,D,20190521,0,199.2,202.67,198.55,202.65,6110600,1.839227894,,,,,,,
SBERP,D,20190522,0,203,205.56,201.9,204.43,6870840,1.855382967,,,,,,,
SBERP,D,20190523,0,204.3,204.3,200.05,200.9,6188260,1.823345097,,,,,,,
SBERP,D,20190524,0,202.28,205.59,202.15,205.59,7703470,1.865910993,,,,,,,
SBERP,D,20190527,0,206.02,207.55,205.5,207.01,4578910,1.878798748,,,,,,,
SBERP,D,20190528,0,207.7,208.08,203.22,206,4889490,1.869632105,,,,,,,
SBERP,D,20190529,0,204.92,206.3,203.09,205.73,4833020,1.867181617,,,,,,,
SBERP,D,20190530,0,206.38,207.28,204.77,205.75,3595150,1.867363134,,,,,,,
SBERP,D,20190531,0,204.65,206.83,203.77,205.51,6272000,1.865184922,,,,,,,
SBERP,D,20190603,0,204.69,212.27,204.06,211.3,10916630,1.917734291,,,,,,,
SBERP,D,20190604,0,211.3,212.13,208.5,209.21,8396240,1.898765693,,,,,,,
SBERP,D,20190605,0,210.41,213.42,209.55,211,8047820,1.915011525,,,,,,,
SBERP,D,20190606,0,211.69,217.17,211.21,216.33,9063150,1.963385987,,,,,,,
SBERP,D,20190607,0,217.61,220.44,217.6,219.6,11303650,1.993064128,,,,,,,
SBERP,D,20190610,0,221.04,221.98,217.66,220.1,11401040,1.99760207,,,,,,,
SBERP,D,20190611,0,206.45,209.16,206,206.71,12434530,1.876075983,,,,,,,
SBERP,D,20190613,0,207,208.45,204.33,208.45,10166860,1.891868021,,,,,,,
SBERP,D,20190614,0,208.45,210.87,206.49,207.47,8888290,1.882973655,,,,,,,
SBERP,D,20190617,0,207.11,208.4,206.25,206.6,3519550,1.875077636,,,,,,,
SBERP,D,20190618,0,206.49,208.46,204.61,207.9,5713190,1.886876285,,,,,,,
SBERP,D,20190619,0,208.24,208.49,205.9,207.08,4129680,1.87943406,,,,,,,
SBERP,D,20190620,0,208.02,212.41,207.68,208.95,10459790,1.896405963,,,,,,,
SBERP,D,20190621,0,208.84,209.02,205.71,206.61,5313670,1.875168395,,,,,,,
SBERP,D,20190624,0,207.02,208.23,206.49,207.14,3035790,1.879978613,,,,,,,
SBERP,D,20190625,0,207.14,207.14,203.73,205,4819810,1.860556221,,,,,,,
SBERP,D,20190626,0,205.28,208.29,205.16,207,3448350,1.878707989,,,,,,,
SBERP,D,20190627,0,207.5,208.07,205.5,206.73,3835070,1.876257501,,,,,,,
SBERP,D,20190628,0,207.21,207.48,205.6,205.6,2095540,1.866001752,,,,,,,
SBERP,D,20190701,0,207.2,210.99,206.54,210.4,6160390,1.909565995,,,,,,,
SBERP,D,20190702,0,210.5,210.75,207.43,207.52,3176330,1.883427449,,,,,,,
SBERP,D,20190703,0,208.02,209.88,207.13,208,3083790,1.887783873,,,,,,,
SBERP,D,20190704,0,208.43,209.1,207.51,208.82,2868980,1.895226098,,,,,,,
SBERP,D,20190705,0,209.07,209.5,207.85,208,2933920,1.887783873,,,,,,,
SBERP,D,20190708,0,208.4,208.74,207,208.3,2099160,1.890506639,,,,,,,
SBERP,D,20190709,0,208.3,209.2,208.01,208.23,2363170,1.889871327,,,,,,,
SBERP,D,20190710,0,208.41,210.5,207.54,209.4,4406100,1.900490111,,,,,,,
SBERP,D,20190711,0,210.2,210.43,206.56,207.54,5334930,1.883608967,,,,,,,
SBERP,D,20190712,0,207.42,207.42,204.53,205.65,4318760,1.866455546,,,,,,,
SBERP,D,20190715,0,206.05,206.93,202.82,205.01,3612360,1.86064698,,,,,,,
SBERP,D,20190716,0,204.2,204.63,203.01,204.09,3744050,1.852297167,,,,,,,
SBERP,D,20190717,0,204.33,206.3,203.7,204.24,2768630,1.85365855,,,,,,,
SBERP,D,20190718,0,204.49,204.96,203.23,204.05,2784670,1.851934132,,,,,,,
SBERP,D,20190719,0,205.01,206.28,202.85,203.9,2895670,1.850572749,,,,,,,
SBERP,D,20190722,0,204,204.41,201.07,202.7,4134940,1.839681688,,,,,,,
SBERP,D,20190723,0,202,203.37,200.86,202.56,3342020,1.838411064,,,,,,,
SBERP,D,20190724,0,203.59,204.19,200.64,200.96,3819720,1.82388965,,,,,,,
SBERP,D,20190725,0,201.01,205.23,200.52,203.46,3192260,1.84657936,,,,,,,
SBERP,D,20190726,0,203.93,204.11,201.3,202.29,2414310,1.835960576,,,,,,,
SBERP,D,20190729,0,202,204.57,201.94,203.9,1662900,1.850572749,,,,,,,
SBERP,D,20190730,0,204.1,205.49,202.25,204.8,2967570,1.858741045,,,,,,,
SBERP,D,20190731,0,205,205.53,202.9,202.9,3450030,1.841496865,,,,,,,
SBERP,D,20190801,0,202.4,202.48,199.6,199.7,6214280,1.812454036,,,,,,,
SBERP,D,20190802,0,197.25,197.4,194.24,194.56,9065750,1.765803992,,,,,,,
SBERP,D,20190805,0,194.07,196.67,192.11,194.2,5919650,1.762536674,,,,,,,
SBERP,D,20190806,0,194.58,197.66,194.35,197.23,4580120,1.790036603,,,,,,,
SBERP,D,20190807,0,197.23,198.2,194.56,195.2,4133930,1.771612558,,,,,,,
SBERP,D,20190808,0,196.99,197.8,195.81,196.9,2730710,1.787041561,,,,,,,
SBERP,D,20190809,0,197.16,197.47,194.74,194.83,2358990,1.768254481,,,,,,,
SBERP,D,20190812,0,195.9,196.64,193.73,195.33,2637120,1.772792423,,,,,,,
SBERP,D,20190813,0,195.35,197.15,193.45,195.2,5591520,1.771612558,,,,,,,
SBERP,D,20190814,0,195.41,195.77,191,191.26,3976600,1.735853575,,,,,,,
SBERP,D,20190815,0,191.61,192.08,188.04,188.71,6111440,1.712710071,,,,,,,
SBERP,D,20190816,0,189.49,189.99,186.5,188,5826260,1.706266193,,,,,,,
SBERP,D,20190819,0,188.68,190.8,187.02,190.29,4280320,1.727049968,,,,,,,
SBERP,D,20190820,0,190.32,191.04,188.4,189.66,4407260,1.721332161,,,,,,,
SBERP,D,20190821,0,190.38,191.28,188.56,190.5,6057840,1.728955903,,,,,,,
SBERP,D,20190822,0,189.99,192.86,189.21,192.57,3722990,1.747742983,,,,,,,
SBERP,D,20190823,0,192.5,194.52,190.49,191.1,3245560,1.734401434,,,,,,,
SBERP,D,20190826,0,188.96,192.37,188.4,191.14,3543890,1.734764469,,,,,,,
SBERP,D,20190827,0,190.86,192,189.72,191,3639000,1.733493845,,,,,,,
SBERP,D,20190828,0,191.59,192.77,190.82,192.46,2181210,1.746744636,,,,,,,
SBERP,D,20190829,0,192.74,193.89,192.21,193.6,3128820,1.757091144,,,,,,,
SBERP,D,20190830,0,194,196.09,193.81,194.89,6988240,1.768799034,,,,,,,
SBERP,D,20190902,0,195.5,198.19,195.02,197.53,3488750,1.792759368,,,,,,,
SBERP,D,20190903,0,197.5,197.53,195.27,196.49,4674190,1.783320448,,,,,,,
SBERP,D,20190904,0,197.29,199.09,197.12,198,3589380,1.797025033,,,,,,,
SBERP,D,20190905,0,199.55,201.28,199.31,200.5,4329060,1.819714743,,,,,,,
SBERP,D,20190906,0,201.1,201.76,199.13,201,3857080,1.824252685,,,,,,,
SBERP,D,20190909,0,201.13,202.36,199.28,199.89,2734970,1.814178454,,,,,,,
SBERP,D,20190910,0,199.99,204.99,198.03,203.55,6135460,1.84739619,,,,,,,
SBERP,D,20190911,0,204.19,207.42,203.63,206.8,8374960,1.876892813,,,,,,,
SBERP,D,20190912,0,207.39,207.39,205.54,206.2,6116980,1.871447282,,,,,,,
SBERP,D,20190913,0,206.16,206.96,204.89,205.61,2722720,1.866092511,,,,,,,
SBERP,D,20190916,0,207.2,207.68,205.22,207.1,3093820,1.879615578,,,,,,,
SBERP,D,20190917,0,206.83,208.13,205.96,206.6,2666160,1.875077636,,,,,,,
SBERP,D,20190918,0,206.6,207.4,206.2,206.81,2164130,1.876983571,,,,,,,
SBERP,D,20190919,0,206.87,207.83,205.5,207.05,2978690,1.879161784,,,,,,,
SBERP,D,20190920,0,206.51,207.06,204.76,206.42,2828840,1.873443977,,,,,,,
SBERP,D,20190923,0,206.3,206.35,202.13,203.44,3412120,1.846397842,,,,,,,
SBERP,D,20190924,0,203.93,206.3,202.06,202.43,4118000,1.837231199,,,,,,,
SBERP,D,20190925,0,202.03,203.28,200.56,203,3661580,1.842404453,,,,,,,
SBERP,D,20190926,0,203.24,204.71,202.02,202.9,2629070,1.841496865,,,,,,,
SBERP,D,20190927,0,203.3,203.45,201.15,201.25,2727440,1.826521656,,,,,,,
SBERP,D,20190930,0,201.35,202,199.9,201,2890500,1.824252685,,,,,,,
SBERP,D,20191001,0,201.11,202.37,200.1,201.44,2110680,1.828246074,,,,,,,
SBERP,D,20191002,0,201.06,201.06,197.55,197.62,4442880,1.793576197,,,,,,,
SBERP,D,20191003,0,197.58,199.79,197.58,199.26,3295180,1.808460647,,,,,,,
SBERP,D,20191004,0,199.85,201.03,197.61,198.31,2834980,1.799838557,,,,,,,
SBERP,D,20191007,0,198.57,200.72,197.86,200.35,3798430,1.818353361,,,,,,,
SBERP,D,20191008,0,200.38,201.42,198.12,198.79,3306740,1.804194982,,,,,,,
SBERP,D,20191009,0,199.16,201.2,198.71,200.46,2360010,1.819351708,,,,,,,
SBERP,D,20191010,0,200.26,201.7,198.72,201.22,2781170,1.82624938,,,,,,,
SBERP,D,20191011,0,202,203.18,201.95,202.75,2784070,1.840135482,,,,,,,
SBERP,D,20191014,0,203,203.47,201.01,201.5,2610150,1.828790627,,,,,,,
SBERP,D,20191015,0,201.5,202.82,200.19,201.7,3090730,1.830605804,,,,,,,
SBERP,D,20191016,0,201.9,203.4,201.67,203.29,2810070,1.84503646,,,,,,,
SBERP,D,20191017,0,203.43,205.19,202.75,205.05,4702760,1.861010016,,,,,,,
SBERP,D,20191018,0,205.32,208,204.8,208,6130690,1.887783873,,,,,,,
SBERP,D,20191021,0,207.7,209.46,206.37,207.66,3997120,1.884698073,,,,,,,
SBERP,D,20191022,0,208,212.2,207.6,212.14,8973610,1.925358033,,,,,,,
SBERP,D,20191023,0,211.85,213.88,210.58,213.55,7292280,1.93815503,,,,,,,
SBERP,D,20191024,0,213.55,217.44,213.03,217,8156020,1.969466829,,,,,,,
SBERP,D,20191025,0,217.25,217.33,212.73,215,5470150,1.951315061,,,,,,,
SBERP,D,20191028,0,214.57,216.89,212.02,213.3,3769420,1.935886059,,,,,,,
SBERP,D,20191029,0,213.34,215.85,212.52,215.41,3637260,1.955036174,,,,,,,
SBERP,D,20191030,0,215,217.19,214.51,215.4,3494110,1.954945415,,,,,,,
SBERP,D,20191031,0,216.04,217.8,212,212.55,5107160,1.929079146,,,,,,,
SBERP,D,20191101,0,212.3,214.65,210.61,214.38,4687770,1.945688013,,,,,,,
SBERP,D,20191105,0,217.46,217.6,215.05,216.57,4896160,1.965564199,,,,,,,
SBERP,D,20191106,0,216.49,217.49,216,217,4257120,1.969466829,,,,,,,
SBERP,D,20191107,0,216.87,218.7,216.32,218.33,6516650,1.981537755,,,,,,,
SBERP,D,20191108,0,217.45,218.19,216.5,217.5,3524330,1.974004771,,,,,,,
SBERP,D,20191111,0,216.89,218.87,216.63,217.75,2497310,1.976273742,,,,,,,
SBERP,D,20191112,0,218.15,220.32,217.46,217.53,4381390,1.974277048,,,,,,,
SBERP,D,20191113,0,217.25,217.33,214.5,215.04,4541400,1.951678097,,,,,,,
SBERP,D,20191114,0,215.6,216.3,215.14,215.79,2860110,1.95848501,,,,,,,
SBERP,D,20191115,0,216,216.88,215.02,216.4,3727600,1.964021299,,,,,,,
SBERP,D,20191118,0,216.82,217.35,214.05,215.55,3262630,1.956306798,,,,,,,
SBERP,D,20191119,0,215.1,216.6,214.51,215.15,3111450,1.952676444,,,,,,,
SBERP,D,20191120,0,215.15,216.49,214.14,215,2751890,1.951315061,,,,,,,
SBERP,D,20191121,0,214.56,215.99,213.79,214.98,2985390,1.951133544,,,,,,,
SBERP,D,20191122,0,215,217.66,214.5,216.16,3106720,1.961843087,,,,,,,
SBERP,D,20191125,0,216.49,218.27,215.93,216.66,2543620,1.966381029,,,,,,,
SBERP,D,20191126,0,217.11,217.32,213.3,215.4,4284680,1.954945415,,,,,,,
SBERP,D,20191127,0,215.45,215.7,212.9,213.29,3445580,1.9357953,,,,,,,
SBERP,D,20191128,0,213.57,214.28,212.66,213.54,2342760,1.938064271,,,,,,,
SBERP,D,20191129,0,213.51,213.51,211.3,212.5,2702870,1.928625351,,,,,,,
SBERP,D,20191202,0,213.5,215,213,213.35,2493430,1.936339853,,,,,,,
SBERP,D,20191203,0,213.05,214.05,211.58,211.76,3229860,1.921909197,,,,,,,
SBERP,D,20191204,0,211.99,213.14,211.07,212.89,3588570,1.932164946,,,,,,,
SBERP,D,20191205,0,212.89,213.16,210.53,211.23,4474850,1.917098979,,,,,,,
SBERP,D,20191206,0,211.63,214.2,211.63,214,1838830,1.942239177,,,,,,,
SBERP,D,20191209,0,214.6,216.15,213.51,215.5,2640010,1.955853003,,,,,,,
SBERP,D,20191210,0,215.21,216.47,214.26,215.52,3533030,1.956034521,,,,,,,
SBERP,D,20191211,0,216.2,217.21,215.56,216.65,3554930,1.96629027,,,,,,,
SBERP,D,20191212,0,217.32,217.97,215.75,216.78,3325920,1.967470135,,,,,,,
SBERP,D,20191213,0,217.42,218.86,216.7,217,4307550,1.969466829,,,,,,,
SBERP,D,20191216,0,217.14,219.8,217,218.7,4508530,1.984895832,,,,,,,
SBERP,D,20191217,0,219.47,220.09,218.61,219.2,3097290,1.989433774,,,,,,,
SBERP,D,20191218,0,219.34,221.45,217.75,221.45,5501930,2.009854513,,,,,,,
SBERP,D,20191219,0,221.93,223.49,220.26,221.08,5381500,2.006496436,,,,,,,
SBERP,D,20191220,0,222.22,222.22,220.31,221.57,1889210,2.010943619,,,,,,,
SBERP,D,20191223,0,222.05,224.12,221.71,223.27,3130630,2.026372622,,,,,,,
SBERP,D,20191224,0,223.54,225.59,223.26,224.99,3152150,2.041983143,,,,,,,
SBERP,D,20191225,0,225.4,226.24,223.46,225.98,1947260,2.050968268,,,,,,,
SBERP,D,20191226,0,226,226.99,224.32,224.93,1784540,2.04143859,,,,,,,
SBERP,D,20191227,0,225.59,226.95,225.39,226.4,2278340,2.054780139,,,,,,,
SBERP,D,20191230,0,226.75,229.57,225.1,228.3,4548220,2.072024319,,,,,,,
SBERP,D,20200103,0,229.6,230.04,226.25,226.4,4466440,2.054780139,,,,,,,
SBERP,D,20200106,0,226.2,226.73,223.86,225.95,3011720,2.050695991,,,,,,,
SBERP,D,20200108,0,226.2,230.87,225.22,230.38,5582050,2.090902157,,,,,,,
SBERP,D,20200109,0,231.01,232.7,230.24,231,5734960,2.096529206,,,,,,,
SBERP,D,20200110,0,231.03,232.4,230.05,232,3025720,2.10560509,,,,,,,
SBERP,D,20200113,0,231.99,234.95,231.99,234.95,2742150,2.132378947,,,,,,,
SBERP,D,20200114,0,235,236.47,230.14,232.2,5506940,2.107420266,,,,,,,
SBERP,D,20200115,0,232,232.8,230.02,230.16,6237560,2.088905463,,,,,,,
SBERP,D,20200116,0,231,233.07,230.6,230.99,3820910,2.096438447,,,,,,,
SBERP,D,20200117,0,231.73,235.21,231.2,234.57,5896240,2.128930111,,,,,,,
SBERP,D,20200120,0,235.18,238.7,234.59,238.5,5274470,2.164598336,,,,,,,
SBERP,D,20200121,0,237.96,239.43,235.11,238.4,4502990,2.163690747,,,,,,,
SBERP,D,20200122,0,239.55,241.24,235.63,236.5,5470170,2.146446568,,,,,,,
SBERP,D,20200123,0,235.3,236.17,232.97,233.77,6375660,2.121669404,,,,,,,
SBERP,D,20200124,0,235,236.29,233.73,234.61,3728700,2.129293147,,,,,,,
SBERP,D,20200127,0,232.4,232.4,227,228.51,8095650,2.073930254,,,,,,,
SBERP,D,20200128,0,229.61,230.45,226,229.86,4888160,2.086182698,,,,,,,
SBERP,D,20200129,0,230.55,232.23,230.15,231.39,4032420,2.1000688,,,,,,,
SBERP,D,20200130,0,230.43,230.48,228.24,229.63,3546030,2.084095244,,,,,,,
SBERP,D,20200131,0,230.61,231.3,222.23,227.1,5431170,2.061133258,,,,,,,
SBERP,D,20200203,0,224.8,226.9,224.56,225.6,5983660,2.047519432,,,,,,,
SBERP,D,20200204,0,226.27,227.64,225.77,226.9,5544120,2.059318081,,,,,,,
SBERP,D,20200205,0,227.13,231.69,225.6,229.4,6722520,2.082007791,,,,,,,
SBERP,D,20200206,0,230.99,231.65,228.45,229.54,5867270,2.083278415,,,,,,,
SBERP,D,20200207,0,230.45,231.08,226.5,231.08,5693040,2.097255276,,,,,,,
SBERP,D,20200210,0,230.7,232.85,229.71,231.8,6973570,2.103789913,,,,,,,
SBERP,D,20200211,0,232.64,243.4,232.61,237,14049910,2.15098451,,,,,,,
SBERP,D,20200212,0,237.4,238.8,233.25,235.6,10424310,2.138278272,,,,,,,
SBERP,D,20200213,0,235,237,233.72,236.3,4707210,2.144631391,,,,,,,
SBERP,D,20200214,0,236.96,236.99,232.33,232.87,5259360,2.113501109,,,,,,,
SBERP,D,20200217,0,233.58,234,230.41,231.47,4746560,2.100794871,,,,,,,
SBERP,D,20200218,0,230.71,231.05,225.75,228.14,8906080,2.070572177,,,,,,,
SBERP,D,20200219,0,229.05,229.86,227.15,229.53,5479640,2.083187656,,,,,,,
SBERP,D,20200220,0,230,231.7,229.6,229.9,3864760,2.086545733,,,,,,,
SBERP,D,20200221,0,229,231.33,228.12,230.91,3911240,2.095712376,,,,,,,
SBERP,D,20200225,0,227.95,229.27,226.8,227.5,5090590,2.064763612,,,,,,,
SBERP,D,20200226,0,227,229.38,225.2,229.08,7642510,2.079103508,,,,,,,
SBERP,D,20200227,0,226.8,228.27,221.5,222,10881110,2.014846249,,,,,,,
SBERP,D,20200228,0,217.35,221,210,215.15,17435390,1.952676444,,,,,,,
SBERP,D,20200302,0,221.01,222.34,207.09,216.96,13063320,1.969103794,,,,,,,
SBERP,D,20200303,0,220.08,223.53,218.16,222.4,7755980,2.018476603,,,,,,,
SBERP,D,20200304,0,221.79,222.5,218.83,222,6426750,2.014846249,,,,,,,
SBERP,D,20200305,0,223.37,224.2,218.65,220,5813720,1.996694481,,,,,,,
SBERP,D,20200306,0,217.01,217.99,207.51,210.01,13401460,1.9060264,,,,,,,
SBERP,D,20200310,0,189.09,203.67,177,193.18,32740440,1.753279272,,,,,,,
SBERP,D,20200311,0,198.61,200,187.03,188.8,15835790,1.7135269,,,,,,,
SBERP,D,20200312,0,180.94,181.51,169.07,171.37,19344260,1.555334242,,,,,,,
SBERP,D,20200313,0,172.3,190,172.24,185.85,20524680,1.686753043,,,,,,,
SBERP,D,20200316,0,182.86,183.1,168,177,24635960,1.606431469,,,,,,,
SBERP,D,20200317,0,178.08,186.15,170.75,172.46,17056540,1.565226956,,,,,,,
SBERP,D,20200318,0,170.89,172.7,160.35,162,21869750,1.470293209,,,,,,,
SBERP,D,20200319,0,164.24,173.95,160,172.95,29574280,1.569674139,,,,,,,
SBERP,D,20200320,0,177.62,186.88,177.62,180.9,20882540,1.641827417,,,,,,,
SBERP,D,20200323,0,174.08,178.53,172,174.2,12858880,1.581018994,,,,,,,
SBERP,D,20200324,0,178.73,183.26,178.51,181.1,10657750,1.643642594,,,,,,,
